x1,x2,class
-1.4248987113308915,-1.7063005132769378,0
-1.5740786876510604,-1.1337576413518282,0
-1.3987428176960186,-1.257111809715298,0
-1.1185667182750803,-1.557433414416996,0
-1.0823757712754813,-1.2408861065474743,0
-1.918621496502821,-0.7942319877017773,0
-1.6103127923779046,-2.095140044137777,0
-1.838918358026247,-1.828838967484895,0
-1.3780872061638358,-1.5150172123294194,0
-1.541469426409049,-1.1397251744973587,0
-1.2572523482990643,-1.2672598943293998,0
-1.227872047921949,-1.14122343943906,0
-2.2853404035465257,-1.5530640659510735,0
-2.315688227085579,-1.3848548307449258,0
-1.4019458483342249,-0.9608764445883342,0
-0.9011935550571292,-1.3148344797340057,0
-1.610151652506698,-1.19623233273079,0
-1.6217254076762115,-1.4005849136062065,0
-0.9858227468764775,-1.6342639653155577,0
-1.0616149715181495,-1.115491425149233,0
-1.801012563194945,-0.9909644661486916,0
-1.1066021349439679,-1.3571911273034838,0
-1.720175852371614,-1.7608665278017392,0
-1.6258182822992693,-1.1721103254173766,0
-1.8013625703085872,-1.2162448555796546,0
-1.9215373221289247,-1.4857088054643164,0
-1.3539479430789163,-0.37304533907525483,0
-1.9784725753185541,-0.7817538820741439,0
-1.3370661861253423,-1.2273077944332953,0
-1.350293876376954,-1.2132147363580021,0
-1.4645477438320473,-0.7892989237878675,0
-1.5917178805743832,-0.9244614796847159,0
-1.6706341904894695,-1.4253057754885405,0
-1.850224271961892,-1.2088900374540414,0
-0.7930470980908557,-1.4324895955247585,0
-1.482691993455642,-1.868139124488529,0
-1.4963029144919693,-2.0689735890830416,0
-1.7834087544219073,-1.304749860634163,0
-0.8460144569486135,-0.2201314382836086,0
-1.6463657357297783,-0.7971739342089151,0
-1.2976239582313078,-1.4635240116334778,0
-1.218310330275016,-1.3739950768544171,0
-1.353633795242868,-1.571499928387201,0
-1.9872060571155172,-2.048322585059274,0
-1.1256371490218846,-1.5162140378359996,0
-1.6503573378555898,-1.3964276367762753,0
-1.0661284537754363,-1.3242471439289127,0
-1.6755430733892063,-0.8849569586274411,0
-0.7367420887477145,-1.1922862047644016,0
-0.9910613252354821,-0.8783768013381993,0
-0.9253582871101043,-1.142078345612698,0
-1.1486942402285492,-1.1817425591944688,0
-1.8608818233097582,-1.105696274118974,0
-1.9694418678731527,-1.7337317711525229,0
-0.8525026715206032,-1.0471075316684368,0
-0.7752927183319376,-1.5141032411486626,0
-1.8839445133362422,-1.500983622769544,0
-1.3571468551589587,-1.366824739137196,0
