x1,x2,target
-2.251229233749811,4.800126449449591,0.0
-2.477492144783163,2.257083957377432,0.35
-2.162419041940662,-4.295104946430809,0.0
1.8327661451794128,-4.983691523701351,0.0
1.7574851156056948,-2.4962340101017686,0.35
2.4610423207150127,2.697501673506494,1.6
2.241072388175379,-4.755165585323896,0.0
2.0373661964376844,4.901456140557631,0.0
-2.5737463147437714,-2.2576142777466144,0.35
3.1352654958053954,-3.3960319494391946,0.0
1.605836755045516,2.550263775005784,0.35
-4.628393381806428,0.5376209426522616,0.0
0.7587725853588285,-1.965571026082058,0.35
3.7634466939751725,-3.3725028070014362,0.0
-1.3580529049413945,3.486686871473294,1.6
-3.093572433940075,3.2137413632767498,0.0
-4.209308226320443,-0.10770932810009981,0.0
-4.246693375542966,1.7790358506151431,0.0
2.906014890556002,3.4985854824680285,0.0
4.812622507439887,1.7201572229958684,0.0
2.690619138400203,0.057582783213293354,0.35
4.127369011811261,1.4375838219946253,0.0
3.8355140625134343,-2.6454798298611912,0.0
-0.032622192819356854,2.2981892106380393,0.35
-2.972782454373167,-2.8866020673802173,0.0
4.780427404056374,-0.6538963926279395,0.0
-3.1818454707622834,-1.6853611801849402,1.6
-1.0262385173407438,1.2308525747022117,2.8
4.230146590477524,4.86590075922091,0.0
1.5169875891111246,1.9992236079772479,0.35
-1.7817083030341099,3.5715859544874906,0.35
-2.8220166477968514,-3.936193506890324,0.0
4.732559900976508,3.6413867682053223,0.0
-1.9635486546186662,1.751707163810492,0.35
-0.32981642586800497,-1.768717938545291,0.35
-2.1322578923970514,-3.639725547790935,0.0
0.4931808227583918,-0.5340330988249224,0.35
0.12186420299944345,-2.846428325205955,0.35
4.386106707732477,1.385911963305415,0.0
3.996006573833368,-3.9072883396724456,0.0
1.228509658561748,3.4946181864416115,1.6
-1.6907922018553334,-3.048568308640136,0.35
-2.3497869419438033,-2.27066273250201,0.35
-0.5280103507646485,-1.7403639722066844,0.35
-2.287259272920087,1.4851229840513795,0.35
-4.469676283281156,-1.5963622186027004,0.0
1.8975196594047485,-3.2415025071899404,1.6
-2.7907213778708764,-2.9933337458708253,0.0
-4.990738932685951,-0.2623224816842731,0.0
-4.610412105838768,-2.2706018822509986,0.0
4.948034245919716,4.183962113902998,0.0
-2.849241918436658,-1.8999756808606727,0.35
-0.3629541773144851,3.444135466592435,0.35
3.026459413930912,-3.7375856343371785,0.0
-3.7555115165164787,-0.8326774610595535,1.6
3.7009538961377206,3.8208499909550238,0.0
-3.926341503134698,0.7429728796555155,0.35
-3.443248028748871,1.8612931000278277,1.6
4.164332479289065,-0.45230707524406366,0.0
-4.169172253079485,0.7925419589454554,0.0
-0.9148332986414527,3.108987523339602,0.35
-1.5965553607361227,3.7489720047258928,0.0
-2.2629959236521513,-3.4248236411131403,0.0
-1.9351962268142007,-4.650842081772534,0.0
-2.187540331257587,1.6011763388203075,0.35
-3.5771702144340765,-3.8863502721341203,0.0
-3.676147087456496,-4.224483257385336,0.0
3.7463541184293963,4.441151154965281,0.0
-4.534388482712137,2.6007178154354023,0.0
2.3715174671719774,4.969094246100404,0.0
-1.5212933827893185,-2.144910083095838,0.35
-0.4691787919017276,3.5657517714919056,1.6
2.2859364253789884,-0.2837618603249723,2.3
-2.554371567141268,2.2701574126837105,0.35
3.5452686804219606,-1.0004876893250914,1.6
1.6858544582098425,-0.9978797882340187,0.35
-0.21506561858515205,0.24910379954913608,1.2
2.7572581402227794,4.775059841289311,0.0
-0.5563383736176766,-1.5768499375239409,0.35
-1.264089935276087,-3.661109306248184,1.6
-2.0306126218227725,-4.135525867311937,0.0
