x1,x2,class
-1.1151780240954121,-1.6453680869246565,0
-2.2646062433890637,-1.0233395861536383,0
0.336600362821349,-0.4281043956791689,0
-1.3342034156919271,-1.2170593892363288,0
-1.008567459206034,-1.3715531431452068,0
-2.2680979860325228,-1.1724197300444215,0
-1.9431818806544734,-0.5349466943267014,0
-1.2922949848987253,-1.6608695287227797,0
-1.1893305702921726,-1.6469812414503477,0
-1.8973706606413987,-1.542025752962945,0
-0.9861130010023524,-1.195154900672422,0
-2.0541575244865613,-1.7923728950600322,0
-0.9891189318661684,-0.9040767542861825,0
-1.8783499150794158,-1.1514868071226614,0
-1.8368449157009463,-1.05150689615684,0
-2.485261486660814,-2.448770128145891,0
-0.7330228869304671,-1.060883342369554,0
-2.269310099117967,-0.8595265826228856,0
-0.9568583760982498,-1.308317173788229,0
-1.2031842746797923,-0.22127639498094065,0
-2.082621070836029,-1.1968091243561996,0
-1.1101048475499766,-0.5024534475005863,0
-1.5668327692812303,-0.971231742005186,0
-2.0155391868683603,-1.415549248257737,0
-1.8318729591428446,-1.3714284018495075,0
-1.853366020223216,-0.8887246656751302,0
-0.3949736772876016,-0.2808963053775885,0
-0.8360089253433676,-1.00743864453973,0
-1.9057817278626858,-0.16866557014557448,0
-1.3207946484885014,-0.05474015968522283,0
-0.2546356783163781,-0.15416595499447672,0
-1.7584526083800722,-0.8341194152409714,0
-2.175562988525268,-1.0659716494578502,0
-0.9869214574377345,-1.0004614726044787,0
-1.8220314815842529,-1.5931392715142514,0
-0.13847234358375782,-0.752115243001011,0
-1.0783817358158325,-0.2337076480363961,0
-1.793054639608723,-0.7754657639433072,0
-1.218135030949132,-0.6763328203973921,0
-1.6317602899413899,-1.5084482465089066,0
-1.374209594774282,-1.5662541548925029,0
-1.0144960717024085,-0.9559328239295575,0
-0.9103124389318218,-0.07475101084851332,0
-1.1278853702575142,-0.7167102907398893,0
-1.884108371689769,-1.0847187462194174,0
-1.7496030914849285,-1.4376911867489581,0
-1.1139222736632644,-0.7852244091158136,0
0.2454088850918552,-0.6489278586784691,0
-0.17149801705105738,-0.6634626957962275,0
-1.2315670780548023,-1.6414521660497585,0
-1.7573085743604213,-0.19524345750402894,0
-1.5190583814470322,-0.4594044032243101,0
-0.755789862910207,-0.5395388007196336,0
-0.6863391718775754,-0.5895795736113765,0
-1.1246518213222196,-2.269614175394938,0
-1.763327086985578,-1.1506898999908457,0
-0.40179941353525117,-1.2951928782592814,0
-1.2058760540236588,-1.2794687304465313,0
-1.5474256795693047,-1.1278805264314504,0
-2.240582080828578,-2.0546682623592982,0
-0.8746652188790162,-0.3143162162903117,0
-2.137998955921576,-0.5223046309572865,0
-2.0536560653515665,-1.3344608863673066,0
-1.734070665408292,-2.3973326648507602,0
-0.6071405308294998,-1.0358952473489456,0
-0.5537126485059699,-1.3850581723532545,0
-1.6763793561952869,-1.475141378937768,0
-0.07567848920234899,-0.5840400340450851,0
-1.9602988893742732,-0.810655697550102,0
-3.884400836278335,-0.878163015847313,0
-1.2026330264692702,-1.6877028275567079,0
-0.2583886158246165,0.3810597954380608,0
-0.733304148376404,-0.7048109758603409,0
-0.9749150516503305,-0.7008422487061261,0
-2.1008766637700136,-1.5604081547393138,0
-0.8429919262757556,-1.3693088032642673,0
-0.19176070023653202,-0.22672771731003327,0
-2.1588241070860095,-0.17753952059803146,0
-1.9165659164383635,-0.6375769761093797,0
-0.5746897781245704,-1.2345357026138097,0
-0.5046982675913324,-0.7533601793339694,0
-2.2918843851882036,-2.6265549654116205,0
-1.4922555928702583,-1.8998582124441183,0
-2.123281332438036,-1.3789707211512658,0
-1.289102214165086,-0.9255613259144629,0
-1.2121119283621624,-0.41313282220739667,0
-0.5827205827513382,-1.278935703310984,0
-0.7211455984747942,-0.16677827202607387,0
-2.405753410527931,-1.8626525610158973,0
-1.4576379553195804,-0.8019872841605283,0
-2.2707518873051673,-1.6745302128557586,0
-1.651639523420835,-0.26214482004704864,0
-2.3404666887367864,-0.5668447707545226,0
-0.9608037567075385,-1.656002153215692,0
-1.3289035186125444,0.5477313143563514,0
-2.3394509595213524,-2.1000178251882247,0
-1.8268810801852546,-0.11972556707220194,0
-0.3449288550112859,-0.7451970292876737,0
-1.6041244886018733,-1.5570700401953528,0
-1.3238759764764834,-1.0700637490926477,0
-2.2291568201429146,-0.5702667725447543,0
-1.7415689366607854,-0.7656125706142901,0
-0.16531429642737105,0.19111064018426904,0
-0.35606847354791427,-1.0462080155366302,0
-0.7310535082965475,-0.6299025988098015,0
-1.3486743950669233,-2.135036107757466,0
-1.201594682294113,-1.2346489885186867,0
-1.6545929155681416,-0.35769905062776053,0
-2.316456002027582,-0.7202507695389659,0
-0.9973582098346729,-1.219828205088445,0
-1.3760111998400735,-0.759115475996862,0
-1.019509118917448,-1.5894152963189518,0
-1.5556012888829476,-0.9514676646502054,0
-3.7287081525992543,-1.6500072989872623,0
-0.7666926799642075,-0.6237361727747501,0
-0.2700438283176736,-0.39838824352098223,0
-2.125988571562659,-0.6474403046745195,0
-0.676125003287819,-0.8612113661802527,0
-0.05690026707695761,0.19760691053864554,0
-0.5346946477605768,-0.6082396675842177,0
-0.8390866719606779,-0.5233976635772695,0
0.2959687189809397,-0.6161964389239055,0
-2.0839266977699884,-2.8354324607687813,0
-1.5726256049140175,0.47035980233215935,0
-2.5947203904042135,-3.2426014392937055,0
-1.3348892651589552,-0.6293926931608066,0
-1.9813754162275088,-2.4640472208044613,0
-1.6025276017457606,-0.5072557371301718,0
-1.4889889692690033,-1.4254331874369053,0
-0.7059571686122587,-1.5357013644101798,0
-1.1399624056375202,-0.9782266200437478,0
-1.2890036768191921,-1.3857034412332803,0
-2.1318662341250816,-0.8260656699113101,0
-1.649263478452377,-0.9346429821716584,0
-1.431484869454752,-1.0314093859790587,0
-1.1146610472604295,-0.43157997382438007,0
-2.27853779761936,-0.006351146772524574,0
-2.5033651370975,-1.7582534889373886,0
-0.4510837327765336,-1.0460548008987431,0
-2.22219470004794,-1.587184648662181,0
-0.9038540962858037,-2.0642592400729463,0
-2.1519029584026477,-1.3454570517603437,0
-0.5321880432330872,-0.5539326522473207,0
-1.5794810676521824,-1.1325533365776486,0
-1.1808678349924928,-0.8734305559001765,0
-1.3191562022750307,-0.7827001431233291,0
-1.122701841452616,-3.01839094103102,0
-1.3388162484636217,-0.7809387392388705,0
-1.4087871486991288,-1.34143766296224,0
-0.5073934173943091,0.18597466176476085,0
-1.7359504941437893,-2.707877841926115,0
-1.7641265985462793,-1.65796849103671,0
-0.8928494990745509,-1.4345905564114787,0
-1.7835306775448583,-0.2207354425336452,0
-2.5194167913457335,-0.5699901881823635,0
-2.292931799696437,-1.5002007348559747,0
-2.6280492882503057,-1.8354018704118298,0
-1.7572138488883509,-1.6224749737905668,0
-1.127471619980007,-1.3512664511908952,0
-1.4584923510298515,-2.112399150797504,0
-1.7775829594950667,-1.5481064493205703,0
-2.4287179452675427,-1.3571203048676952,0
-2.8039211696677073,-1.750296415418739,0
-0.440026073349177,-0.09991081171304605,0
-0.4748494024444746,-0.5384129860040203,0
-2.57916858599972,-1.6089410103510229,0
-0.5331589939026541,-1.039855370435772,0
-0.875331909144594,-1.563456386237994,0
-1.1424829349294956,-0.4634131797245483,0
-2.3557382247935865,-1.4112454112029083,0
-0.18057178533563745,0.4916620931447311,0
-1.6277129992945936,-0.8575182739665423,0
-1.4334543341436705,-2.8788707504296434,0
-1.3145598388706714,-0.3860371564305216,0
-1.1243806153874456,0.5957483457220543,0
-1.996526579138656,-0.8393188427352278,0
